"","X_sim","Vol_true","VaR_1%_true","VaR_5%_true"
"t=96",1.26294820320427,1.84527509060178,4.29275178404198,3.03520742549955
"t=97",-3.23285295742152,2.04763585762924,4.76351332420557,3.36806126709734
"t=98",5.06445090814208,2.66954692166352,6.2102948058642,4.39101393641538
"t=99",-7.47987217776599,3.21418032223867,7.47730155942384,5.28685616071033
"t=100",0.698911317832843,3.85489866581234,8.96783531585541,6.34074405199182
"t=101",4.90643240901376,2.42442147167237,5.640047736404,3.98781845093933
"t=102",0.660247467185377,3.19218139463487,7.42612440096155,5.25067114485217
"t=103",0.738719514446989,2.26260959416995,5.26361701918168,3.72166159734565
"t=104",-1.03401771627238,2.0314684494741,4.72590230861511,3.34146824715495
"t=105",0.936916423946792,2.03660143624065,4.73784342146696,3.34991125905501
"t=106",0.810758700463394,2.01385668707487,4.68493122259956,3.31249947589558
"t=107",1.71604427152072,1.976241938114,4.59742623132185,3.25062871964041
"t=108",0.0921225128334712,2.20359905271499,5.12633797152193,3.62459789420508
"t=109",-1.05280572709563,1.87201803505577,4.35496517601811,3.07919565468006
"t=110",-0.344807223596801,1.99757384272745,4.6470516622686,3.28571658031364
"t=111",-2.28717328940207,1.85977489694864,4.32648337771099,3.05905748455927
"t=112",-6.14472515573424,2.35411301235355,5.47648580154057,3.8721713266234
"t=113",-2.42981639571655,3.65299187446364,8.49812988104695,6.00863693393577
"t=114",3.46285083573298,2.67791081432021,6.2297521297648,4.40477131558717
"t=115",3.05118980176163,2.76716347336038,6.43738486337539,4.55157887552446
"t=116",-3.95164843806115,2.67331264163949,6.21905518052452,4.39720799457593
"t=117",4.4212252368085,2.89620789955506,6.73758708991021,4.76383806798865
"t=118",4.00983626944327,3.0268694781798,7.04155137556269,4.97875723949276
"t=119",-2.01943112356879,2.92919363276911,6.81432338024638,4.81809477090343
"t=120",2.22088124875484,2.46643446937009,5.73778458428015,4.05692368258152
"t=121",-2.36723546741381,2.42722540255118,5.64657065504285,3.99243050681505
"t=122",1.37826801250218,2.45726641537887,5.7164565013686,4.04184357572198
"t=123",-1.72492168214807,2.22636981465554,5.17931068515261,3.66205246457144
"t=124",-0.189397103943015,2.25775281289561,5.25231845638944,3.71367290305124
"t=125",-2.26532712910019,1.91027787361959,4.44397087012219,3.14212748890833
"t=126",-0.853275427302611,2.35347745265656,5.47500726859063,3.87112592395065
"t=127",-5.03369194142633,2.08241091480456,4.84441220453503,3.42526114601961
"t=128",1.59196977578036,3.31431174713968,7.71024208686697,5.45155769813057
"t=129",0.237727358548349,2.45938627561585,5.72138803372415,4.0453304355214
"t=130",-5.00197793060335,1.98309530211534,4.6133695400964,3.26190150027485
"t=131",-2.30449138486312,3.33665738180466,7.76222580656395,5.4883129963558
"t=132",1.46381782785906,2.59914186528751,6.04650815264214,4.27520792407957
"t=133",3.68843229534877,2.27823171896902,5.29995951599598,3.74735770598208
"t=134",-0.609281467430292,2.81408162252991,6.54653279994985,4.6287523633558
"t=135",1.39446758298244,2.15655309783905,5.01689271441406,3.54721418469399
"t=136",1.64635524416342,2.15887661553955,5.02229802487691,3.55103603121094
"t=137",1.61018742772639,2.22334671441812,5.17227790234228,3.65707990718128
"t=138",-1.76695556501135,2.22818814425193,5.18354075234349,3.66504335060306
"t=139",1.80319330913358,2.26880810761104,5.27803691774756,3.73185724466092
"t=140",-4.30807591154523,2.28627672567806,5.31867500025021,3.76059056444629
"t=141",-2.79912244981574,3.01132020629023,7.00537835995951,4.95318096322875
"t=142",-3.88248679731752,2.64815619920086,6.16053254413899,4.35582932898955
"t=143",-2.59228434520521,2.87657879299513,6.69192295959519,4.73155106086973
"t=144",-2.18261770774096,2.58173547919174,6.00601484335351,4.24657696677783
"t=145",-3.73366515746014,2.43821299075707,5.67213160750646,4.01050348112696
"t=146",2.91602925229303,2.82882958343247,6.58084168744196,4.65301060033652
"t=147",3.99429683545841,2.64899525340939,6.16248447611321,4.35720945034766
"t=148",-2.35591843727614,2.90712438538004,6.76298263350115,4.78179408929143
"t=149",-0.450723235276297,2.53449224528453,5.89611064659066,4.16886876213664
"t=150",4.13245524618461,2.04824865980846,4.76493891525242,3.36906923698445
"t=151",5.50536547593633,2.97936970139226,6.93105037081557,4.90062705936438
"t=152",1.52609964201198,3.31736500761819,7.71734503289005,5.45657986470268
"t=153",2.37699125479901,2.44783901021541,5.69452507740885,4.02633687414611
"t=154",-0.993689566379028,2.46298826419183,5.7297675121902,4.05125517949484
"t=155",-1.59568036692776,2.14243105666062,4.9840399339415,3.52398549404169
"t=156",3.18819199056589,2.2067151891753,5.13358718895158,3.62972348256389
"t=157",-1.00488246906253,2.65999154574174,6.18806567740292,4.37529674167356
"t=158",0.381117198705877,2.19526370627962,5.10694705606262,3.61088746938897
"t=159",1.01694739837204,1.93179948242036,4.4940376190018,3.17752738520211
"t=160",0.608985350943318,2.00474299054968,4.66372959406353,3.29750877911119
"t=161",-1.42733827971298,1.92452325503718,4.47711058289791,3.16555905620036
"t=162",4.97447610215898,2.11237878390479,4.91412789310589,3.47455390420114
"t=163",4.22605857296004,3.28177330247683,7.63454634530096,5.39803671941152
"t=164",0.0745992311560399,2.99761358036716,6.9734919798831,4.93063556986591
"t=165",-0.767044020719595,2.10828961768046,4.90461506995332,3.46782782430584
"t=166",2.81263625257449,1.99338736796344,4.63731246560161,3.27883044211391
"t=167",0.0785358754361426,2.53250475611101,5.89148705537716,4.16559963336104
"t=168",0.925654923146995,1.97380900386465,4.5917663799032,3.24662689891624
"t=169",-1.66403253678174,1.99323140327959,4.63694963749092,3.27857390303801
"t=170",-3.32986232056174,2.1927185525368,5.1010261430639,3.60670106402394
"t=171",3.05549997730789,2.70265791109844,6.28732248574353,4.44547666747937
"t=172",0.590177518202971,2.66675285192704,6.20379482767281,4.38641810067537
"t=173",0.566700884065748,2.11319462499118,4.91602582328276,3.47589584337109
"t=174",1.04221457487987,1.94809572739866,4.53194835386192,3.20433232286035
"t=175",4.73426371667464,2.0158030714562,4.68945918976712,3.31570099330464
"t=176",-4.37343379113685,3.21581091042665,7.48109487478837,5.28953823960539
"t=177",-2.0439619044103,3.02755484913071,7.04314578681726,4.97988457438716
"t=178",0.814740031723692,2.49031923401549,5.79334885573495,4.09621062433739
"t=179",0.574614177042981,2.11125792996173,4.91152039691833,3.4727102635276
"t=180",1.94003627846555,1.94932687673165,4.53481243549534,3.20635738330603
"t=181",-2.2907299226357,2.26218462538894,5.26262839396143,3.72096258590485
"t=182",-0.674688668533771,2.41142021299702,5.60980228592472,3.96643328345223
"t=183",-1.45462210080813,2.05970432420743,4.79158877577267,3.38791212812022
"t=184",-2.77807260344981,2.15138320397519,5.00486574281485,3.53871046602107
"t=185",1.13046579055691,2.5339953914537,5.89495479173761,4.16805151031094
"t=186",0.760267044798908,2.19016688046281,5.09509006615933,3.60250393695825
"t=187",3.8040900121603,2.01556956739696,4.68891597809534,3.3153169133059
"t=188",-2.75796060968144,2.86545652060252,6.66604868486014,4.7132565507848
"t=189",-2.08658872583996,2.61755671167547,6.08934749138757,4.30549765095057
"t=190",-1.14221706599072,2.42228961753576,5.63508830206551,3.98431186293058
"t=191",-2.10102947062913,2.16473995737333,5.0359381976867,3.56068037029229
"t=192",1.88212758751605,2.34454464961508,5.45422646122588,3.85643277046904
"t=193",1.71433497082329,2.32113797644877,5.39977439686706,3.81793221921656
"t=194",1.24982541281922,2.27503557937068,5.29252418343625,3.74210052417151
"t=195",-0.40222560784049,2.15258283656099,5.00765650553047,3.54068368603084
"t=196",1.19435502127418,1.92304628736308,4.47367464228923,3.16312966056473
"t=197",-0.282899152297185,2.04902014486199,4.76673365786655,3.37033821697288
"t=198",-0.0103011966300276,1.86263087043557,4.33312736556062,3.06375514290772
"t=199",-2.07783719051438,1.73447963726541,4.03500301671952,2.85296512222948
"t=200",-3.40490053776324,2.27118525424166,5.283566987758,3.7357673029181
"t=201",-2.6039664079187,2.72765685358048,6.34547872243988,4.48659626869089
"t=202",-1.96459353564406,2.56143934282259,5.95879896965991,4.21319279325794
"t=203",0.866729988542407,2.3833418138659,5.54448216179958,3.92024842680243
"t=204",-1.73203517649261,2.09351761353476,4.87025024951365,3.44353003970944
"t=205",0.169050885484305,2.23200497754997,5.19242003437196,3.67132148269681
"t=206",-0.682631675164395,1.89766434605195,4.41462741708105,3.12138008234004
"t=207",0.0323194563671812,1.90924696134333,4.44157260954,3.14043178911166
"t=208",1.7205842639746,1.7567128870103,4.08672528999657,2.88953556371129
"t=209",0.508716492143773,2.16141933277221,5.02821326970541,3.55521842887341
"t=210",2.03544953611148,1.94969989580764,4.53568020762975,3.20697094508611
"t=211",0.52137043812629,2.29009724114945,5.32756284829483,3.76687475317624
"t=212",1.38801491400956,1.99148845221083,4.63289492697755,3.27570700365096
"t=213",1.31606708946104,2.11768856557371,4.926480292403,3.48328771783758
"t=214",-3.7952214602594,2.12979328092797,4.95464007123326,3.50319820279125
"t=215",1.37337938934772,2.85316981790363,6.63746554015761,4.69304672328726
"t=216",1.05522128297023,2.3169209588321,5.38996414689973,3.81099584249487
"t=217",1.06086542190559,2.11802661796211,4.92726671985806,3.48384376453473
"t=218",1.84005122274397,2.0666757502917,4.80780673802285,3.39937910359995
"t=219",4.8920527843581,2.25576978415538,5.24770524169544,3.71041111103552
"t=220",0.192880129720646,3.21586533686978,7.48122148962864,5.28962776313777
"t=221",-3.00891140122643,2.18750553573369,5.08889885250664,3.59812641442798
"t=222",2.19984020375006,2.60519707840312,6.06059468480051,4.28516786333476
"t=223",-2.09074236198312,2.44643856918738,5.69126716440057,4.02403335364183
"t=224",1.28164185870185,2.39177033940052,5.56408984425835,3.93411211759791
"t=225",-3.34351961954667,2.18869639437889,5.09166920398419,3.60008520258973
"t=226",2.07959154546663,2.70677789471325,6.29690700086691,4.45225343747116
"t=227",2.75968684088624,2.43733456335699,5.6700880797918,4.00905859663193
"t=228",3.01355746839294,2.55986595556548,5.95513872355928,4.21060480152148
"t=229",2.91359589141738,2.64010568888912,6.14180425659034,4.34258741790449
"t=230",-0.706860050108819,2.624142291232,6.10466784038823,4.31632996536971
"t=231",3.21368924161753,2.12500149710895,4.94349271513301,3.49531641979696
"t=232",1.48488370835034,2.66477248753185,6.19918781117225,4.38316069111726
"t=233",0.477845346137578,2.29764143293555,5.34511326281778,3.77928384439802
"t=234",-1.64092566397646,1.98431772849264,4.6162133291004,3.26391221273522
"t=235",0.800436467616282,2.18447532830817,5.08184953590439,3.59314216675371
"t=236",-2.95711684078479,2.02320774898483,4.70668504559381,3.32788060399402
"t=237",4.34667740110875,2.58003280223955,6.00205382444562,4.2437763124175
"t=238",5.10576828630687,3.00667260557777,6.99456642392267,4.94553634034022
"t=239",0.478074060935194,3.20720199330654,7.46106753874822,5.27537783105626
"t=240",-1.73474539393696,2.23435833049073,5.19789475198256,3.67519240381692
"t=241",-0.0156280253934082,2.26190941203247,5.26198815195471,3.72050990021728
"t=242",2.6194123081667,1.87524608469736,4.36247474243912,3.08450532384101
"t=243",1.4007335734368,2.46264003782766,5.72895741652823,4.05068239809674
"t=244",4.41638792886557,2.23272053248295,5.19408466406904,3.6724984658236
"t=245",-1.18207004410169,3.05361048064711,7.10376024980224,5.02274227438943
"t=246",-0.469763854453109,2.32526764472408,5.40938144187981,3.82472491905731
"t=247",-0.445149103403423,1.99086525846341,4.63144516152813,3.27468194115522
"t=248",-1.14980094909924,1.88109781007757,4.37608789133684,3.09413055555656
"t=249",-3.90821500005104,2.02603546245151,4.71326329080542,3.33253177874567
"t=250",3.31877489185571,2.90144912238811,6.74977999750523,4.77245911237524
"t=251",-3.12432566158649,2.75267006882958,6.40366816255755,4.5277393465151
"t=252",-0.869104333734163,2.68938221869445,6.25643860694307,4.42364009667836
"t=253",-3.73462275527544,2.17503291055594,5.05988318744067,3.57761077166675
"t=254",-0.960454563395376,2.83093449157661,6.58573843602813,4.6564728661318
"t=255",-3.24056288307498,2.22908103398695,5.18561792448031,3.66651202352218
"t=256",-4.59892959115141,2.67675756328868,6.22706926667935,4.40287438644516
"t=257",4.62797651059236,3.07681703074099,7.15774675827696,5.06091365248038
"t=258",2.41052651911875,3.08367838051951,7.17370864474726,5.07219956854936
"t=259",-5.20830093645561,2.57642905208495,5.99367024793489,4.23784867090508
"t=260",0.136341459476365,3.2689551705744,7.60472691140056,5.37695276866106
"t=261",1.84570214517063,2.19184579161298,5.09899579754421,3.60526550005293
"t=262",0.755895165444743,2.2817566956858,5.30815983808712,3.7531557767196
"t=263",-1.4186993697546,2.04076868163772,4.74753788393703,3.35676576776077
"t=264",-2.18488143640743,2.13753694662153,4.97265453145675,3.5159353993932
"t=265",-0.131853658247892,2.36299011268231,5.49713702501803,3.88677285729597
"t=266",-4.92892706060105,1.93179545780578,4.49402825634824,3.17752076530022
"t=267",-0.395438893757731,3.32602353187229,7.73748777238091,5.47082186972608
"t=268",2.85676836738159,2.25007363008648,5.23445400578703,3.70104177135561
"t=269",-1.31985652643792,2.56593351614782,5.96925398022062,4.22058505055208
"t=270",-2.49332262898858,2.23905071532274,5.20881087146069,3.6829106900269
"t=271",6.04190169440002,2.46290180051614,5.72956636760207,4.05111295940428
"t=272",7.98483174381156,3.5763971996268,8.31994402207743,5.88264990522523
"t=273",-6.5791810125244,3.92918854862175,9.14065942679182,6.46294003517667
"t=274",-3.08421424924064,3.5484519189026,8.25493357767521,5.83668400886985
"t=275",1.77865688127492,2.78549717130902,6.48003542262152,4.58173512509071
"t=276",-3.18356832230977,2.38675548259017,5.55242354277897,3.92586341218476
"t=277",1.35278939819563,2.66969637305251,6.21064248178526,4.39125976207462
"t=278",-4.1586380931119,2.27048811901979,5.28194520871668,3.73462061751993
"t=279",4.58978933937643,2.96366928098889,6.89452573118865,4.87480216591924
"t=280",-4.54564066313115,3.07182328610793,7.14612957106632,5.05269967350861
"t=281",0.237458137278948,3.06296634631139,7.12552524800016,5.0381313039606
"t=282",-0.939451522772915,2.1547264592997,5.01264331773141,3.54420963166742
"t=283",2.43135232390919,2.04744628874531,4.76307232103546,3.36774945403105
"t=284",1.15667363673318,2.42066521535099,5.63130937749638,3.98163995910534
"t=285",2.05279560307829,2.16756421366999,5.04250840031818,3.56532585850529
"t=286",4.14134672341472,2.33201670829583,5.42508211157173,3.83582614075184
"t=287",2.25727014929527,2.95408355578612,6.87222599974204,4.8590350510525
"t=288",2.45211068459652,2.52144939773846,5.86576844593043,4.14741518704471
"t=289",-2.64618468590869,2.49325112361136,5.80016945086321,4.10103315357297
"t=290",0.732926201103586,2.53780269355689,5.9038119008912,4.17431396498427
"t=291",-2.10448943954082,2.10696637329907,4.90153674319983,3.46565128098576
"t=292",-0.67874161926029,2.3357537210104,5.43377570315552,3.84197297966935
"t=293",-0.995688592076956,2.03910231941372,4.74366134571986,3.35402484581282
"t=294",-2.25401235932176,2.02912995329465,4.72046215299959,3.33762176323257
"t=295",-0.648291765962439,2.36618382047491,5.50456670035163,3.89202603914204
"t=296",0.0463458723152416,2.04119565347834,4.74853116897075,3.35746807394144
"t=297",-0.87500781484474,1.80691228820602,4.20350656024635,2.97210623083886
"t=298",-1.82887798464895,1.93139126547116,4.49308796436989,3.17685592807263
"t=299",2.51265311498338,2.22677810606925,5.1802605130149,3.66272404418414
"t=300",-3.57562788148917,2.46661384378727,5.73820187157422,4.0572187272422
"t=301",-3.04838804395644,2.7845042682418,6.47772558468195,4.58010194487938
"t=302",-1.67109509335706,2.67473141827287,6.22235574852933,4.39954167446718
"t=303",1.38300237739926,2.34025814611734,5.44425456292683,3.84938209964383
"t=304",2.92894088978869,2.19981600408297,5.11753728437945,3.61837533294178
"t=305",0.753972671398954,2.58245469690337,6.00768799394795,4.24775997463938
"t=306",1.09238406140511,2.12339226314717,4.93974907712719,3.49266946547832
"t=307",1.57523003692987,2.07580267802576,4.82903914695351,3.41439156378625
"t=308",1.46265113187434,2.18667338907262,5.08696298989078,3.59675765497437
"t=309",-3.54040509971938,2.18301016677423,5.07844106048478,3.59073219049054
"t=310",1.51641967607074,2.76837543722306,6.44020431293075,4.55357237867972
"t=311",1.37182239881127,2.32745273026912,5.41446471099212,3.82831906494127
"t=312",0.467716290876403,2.1941417446904,5.10433698310477,3.60904200679963
"t=313",-0.803796907728494,1.95059944169037,4.53777286428164,3.20845056639392
"t=314",-1.62632259383846,1.95580675205336,4.54988687967405,3.21701582973114
"t=315",-2.35162281816527,2.1743588143997,5.05831500528071,3.57650198215925
"t=316",-2.02458738556192,2.41476885478071,5.61759239161914,3.9719413090355
"t=317",-0.968230331519174,2.36972748929473,5.51281050677694,3.89785485565305
"t=318",-1.39192257247858,2.11231518942852,4.91397995023121,3.47444930059618
"t=319",2.0272818304845,2.14766600524037,4.99621824544073,3.53259621820001
"t=320",3.79434303894421,2.32162682294503,5.40091162387436,3.81873630014896
"t=321",0.19119393205889,2.84630820232737,6.62150303534929,4.6817603700199
"t=322",2.51410348724017,2.08700729896499,4.85510499305492,3.43282152517676
"t=323",-4.20320815814114,2.44974179547566,5.6989516178538,4.02946667738276
"t=324",0.107048693814699,2.96793347046938,6.9044457193211,4.88181613345223
"t=325",0.965566867329691,2.10579344689265,4.89880810834784,3.46372198873201
"t=326",-3.57637633966714,2.04017988544004,4.74616813915431,3.35579728419948
"t=327",-0.432875230941809,2.78427307054712,6.47718773841645,4.57972165851274
"t=328",0.55929862095719,2.11486604529759,4.9199141283592,3.47864508512425
"t=329",-0.0468015963630817,1.94690432467999,4.52917673668021,3.20237263977738
"t=330",0.22083918611716,1.7736416089551,4.12610738630308,2.91738083340185
"t=331",-0.198510820054952,1.75219752392155,4.07622098467452,2.88210845235775
"t=332",2.40794523949357,1.73880878680265,4.04507412454188,2.86008593954743
"t=333",2.44031068941982,2.3821778382641,5.54177434963289,3.91833385731212
"t=334",0.870052339030117,2.46905557711492,5.74388219270998,4.06123502116224
"t=335",-0.688210886559091,2.11733624301898,4.92566066757683,3.48270819880558
"t=336",0.737524326709724,1.97753561156865,4.60043576581277,3.25275662311438
"t=337",3.50157598975224,1.94742353986747,4.53038461182778,3.20322667276168
"t=338",-1.59376096646856,2.76390816210608,6.4298118769596,4.54622436500096
"t=339",-3.60586572103554,2.34279675353819,5.45016024690336,3.85355773726743
"t=340",-0.756774077203509,2.78946326318839,6.48926193203334,4.58825876570331
"t=341",-0.643879046059435,2.17862269188186,5.06823426759649,3.58351543650065
"t=342",-0.0978146862216546,1.98554221768394,4.61906191692738,3.2659263182227
"t=343",-2.54636664076285,1.79894708212639,4.1849767200167,2.95900463272936
"t=344",1.80661092462856,2.43337335406277,5.66087292897156,4.00254298715722
"t=345",0.010391284170961,2.3206513975124,5.39864244499288,3.81713186808827
"t=346",3.05595133323022,1.89342520065885,4.40476569020807,3.11440730866503
"t=347",0.725303432079795,2.61007503002264,6.07194249718026,4.29319137974822
"t=348",-2.83808465820344,2.12495783268016,4.94339113648191,3.49524459820289
"t=349",1.07949584089218,2.54957985213881,5.93120966872048,4.19368566699292
"t=350",2.48011796806398,2.18311042071394,5.07867428602427,3.59089709354687
"t=351",-2.00496255051765,2.4518457137355,5.70384606362472,4.03292731496325
"t=352",0.818295155464565,2.37191892769412,5.51790855483845,3.90145945105252
"t=353",0.241940579213975,2.07976894183695,4.83826605633855,3.42091548720153
"t=354",-1.64109912870993,1.86360765344186,4.33539970263071,3.06536180797836
"t=355",0.474038614344892,2.15908685182225,5.02278710760622,3.55138183912306
"t=356",-2.4579018683691,1.94117177023776,4.5158408208407,3.19294342681139
"t=357",-3.07643553318233,2.41667906997791,5.6220362166821,3.97508333343087
"t=358",1.38486002817737,2.64253029482981,6.14744473346585,4.34657553977996
"t=359",-4.4398434739313,2.2710450433985,5.28324080856109,3.73553667660418
"t=360",2.16648449328867,3.05680251573664,7.11118603384663,5.0279927048838
"t=361",0.940844742609732,2.52101638937848,5.86476111785274,4.1467029516733
"t=362",-0.944212250514635,2.14618932147859,4.99278296531086,3.53016728955857
"t=363",5.28189936187458,2.04621852615283,4.76021611813862,3.36572996427778
"t=364",0.191203218932631,3.42893835214015,7.97690344571834,5.64010168511073
"t=365",-0.648033885704208,2.24200274109821,5.21567831034756,3.68776634033053
"t=366",2.01407735513522,2.00518691798405,4.6647623237067,3.29823897476171
"t=367",-0.955275857451481,2.29316326474281,5.33469548576299,3.77191791320409
"t=368",1.53152822606356,2.0889167711239,4.85954708955235,3.43596232738291
"t=369",1.86012099913219,2.17815735827001,5.06715173973785,3.58275003082146
"t=370",2.79852668284797,2.28283400233689,5.31066602812457,3.75492778847198
"t=371",1.11992948201161,2.552749399281,5.93858313797638,4.19889910810554
